#ID = Feature ID									
#chrom = Chromosome number									
#start = The start position on the chromosome									
#end = The end position on the chromosome									
#loc = 									
#meanPos = 									
#cyto = The cytoband on the chromosome.									
#arm = The arm of the chromosome									
#genome.version = The version of the genome used.									
#SPOT_ID = Chromosomal region (hg19)									
ID	chrom	star	end	loc	meanPos	cyto	arm	genome.version	SPOT_ID
X2700770	1	47585984	47687946	47585984	47636965	p33	1p	UCSC.HG19_2010-03-08	chr1:47585984-47687946
X2703323	1	47568964	47770219	47568964	47669591.5	p33	1p	UCSC.HG19_2010-03-08	chr1:47568964-47770219
X2700780	1	47604412	47754596	47604412	47679504	p33	1p	UCSC.HG19_2010-03-08	chr1:47604412-47754596
X2703322	1	47615986	47743732	47615986	47679859	p33	1p	UCSC.HG19_2010-03-08	chr1:47615986-47743732
X2700788	1	47647614	47713340	47647614	47680477	p33	1p	UCSC.HG19_2010-03-08	chr1:47647614-47713340
X2700804	1	47635386	47790292	47635386	47712839	p33	1p	UCSC.HG19_2010-03-08	chr1:47635386-47790292
X2699582	1	47631649	47832056	47631649	47731852.5	p33	1p	UCSC.HG19_2010-03-08	chr1:47631649-47832056
X2700055	1	47853423	48040627	47853423	47947025	p33	1p	UCSC.HG19_2010-03-08	chr1:47853423-48040627
X2698750	1	48651288	48793981	48651288	48722634.5	p33	1p	UCSC.HG19_2010-03-08	chr1:48651288-48793981
X3222234	1	49633352	49835859	49633352	49734605.5	p33	1p	UCSC.HG19_2010-03-08	chr1:49633352-49835859
X2698745	1	50568006	50756810	50568006	50662408	p33	1p	UCSC.HG19_2010-03-08	chr1:50568006-50756810
X2699277	1	50603414	50755880	50603414	50679647	p33	1p	UCSC.HG19_2010-03-08	chr1:50603414-50755880
X2698679	1	51349741	51519148	51349741	51434444.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:51349741-51519148
X2698850	1	51883434	52024783	51883434	51954108.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:51883434-52024783
X2699236	1	51883418	52025056	51883418	51954237	p32.3	1p	UCSC.HG19_2010-03-08	chr1:51883418-52025056
X2699598	1	52231693	52400715	52231693	52316204	p32.3	1p	UCSC.HG19_2010-03-08	chr1:52231693-52400715
X2699842	1	52582973	52752688	52582973	52667830.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:52582973-52752688
X3222199	1	53001597	53165397	53001597	53083497	p32.3	1p	UCSC.HG19_2010-03-08	chr1:53001597-53165397
X2699324	1	53098850	53279311	53098850	53189080.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:53098850-53279311
X3222768	1	53667218	53817735	53667218	53742476.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:53667218-53817735
X2698575	1	54319575	54471152	54319575	54395363.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:54319575-54471152
X2700142	1	54327757	54519926	54327757	54423841.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:54327757-54519926
X2700322	1	55218503	55316703	55218503	55267603	p32.3	1p	UCSC.HG19_2010-03-08	chr1:55218503-55316703
X2698206	1	55916433	56017516	55916433	55966974.5	p32.3	1p	UCSC.HG19_2010-03-08	chr1:55916433-56017516
X2702066	1	55990529	56078087	55990529	56034308	p32.3	1p	UCSC.HG19_2010-03-08	chr1:55990529-56078087
X2700330	1	55990529	56078093	55990529	56034311	p32.3	1p	UCSC.HG19_2010-03-08	chr1:55990529-56078093
X2700160	1	56635648	56798091	56635648	56716869.5	p32.2	1p	UCSC.HG19_2010-03-08	chr1:56635648-56798091
X2698381	1	57120132	57249749	57120132	57184940.5	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57120132-57249749
X2698403	1	57528733	57612653	57528733	57570693	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57528733-57612653
X2702041	1	57550910	57757177	57550910	57654043.5	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57550910-57757177
X2700337	1	57578019	57747988	57578019	57663003.5	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57578019-57747988
X2698249	1	57622780	57726849	57622780	57674814.5	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57622780-57726849
X2698405	1	57622678	57727191	57622678	57674934.5	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57622678-57727191
X2702912	1	57773530	57797192	57773530	57785361	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57773530-57797192
X2698250	1	57841193	57889151	57841193	57865172	p32.2	1p	UCSC.HG19_2010-03-08	chr1:57841193-57889151
X2698390	1	58436826	58553309	58436826	58495067.5	p32.2	1p	UCSC.HG19_2010-03-08	chr1:58436826-58553309
X2698371	1	58844472	58969890	58844472	58907181	p32.2	1p	UCSC.HG19_2010-03-08	chr1:58844472-58969890
X3222113	1	58973632	59152538	58973632	59063085	p32.2	1p	UCSC.HG19_2010-03-08	chr1:58973632-59152538
X2698329	1	59012315	59162449	59012315	59087382	p32.1	1p	UCSC.HG19_2010-03-08	chr1:59012315-59162449
X2702869	1	59160537	59181032	59160537	59170784.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:59160537-59181032
X2703208	1	59121769	59287506	59121769	59204637.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:59121769-59287506
X2699009	1	59121769	59287729	59121769	59204749	p32.1	1p	UCSC.HG19_2010-03-08	chr1:59121769-59287729
X2698809	1	59179120	59321471	59179120	59250295.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:59179120-59321471
X2698724	1	59179181	59321426	59179181	59250303.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:59179181-59321426
X2699735	1	59179106	59321736	59179106	59250421	p32.1	1p	UCSC.HG19_2010-03-08	chr1:59179106-59321736
X2702880	1	60424346	60454121	60424346	60439233.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:60424346-60454121
X2702964	1	60468600	60538690	60468600	60503645	p32.1	1p	UCSC.HG19_2010-03-08	chr1:60468600-60538690
X2698689	1	60405204	60606303	60405204	60505753.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:60405204-60606303
X3222792	1	61009998	61186273	61009998	61098135.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:61009998-61186273
X2702886	1	61124381	61331618	61124381	61227999.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:61124381-61331618
X2702960	1	61164573	61307344	61164573	61235958.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:61164573-61307344
X2703014	1	61163681	61342131	61163681	61252906	p32.1	1p	UCSC.HG19_2010-03-08	chr1:61163681-61342131
X2700054	1	61221714	61371787	61221714	61296750.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:61221714-61371787
X2699743	1	61221521	61381619	61221521	61301570	p32.1	1p	UCSC.HG19_2010-03-08	chr1:61221521-61381619
X2698513	1	61268383	61418518	61268383	61343450.5	p32.1	1p	UCSC.HG19_2010-03-08	chr1:61268383-61418518
X2698386	1	61808016	61931406	61808016	61869711	p31.3	1p	UCSC.HG19_2010-03-08	chr1:61808016-61931406
X2701944	1	62472456	62622849	62472456	62547652.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:62472456-62622849
X2698394	1	62507610	62636339	62507610	62571974.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:62507610-62636339
X2701972	1	63689609	63844995	63689609	63767302	p31.3	1p	UCSC.HG19_2010-03-08	chr1:63689609-63844995
X2703407	1	63990793	64140924	63990793	64065858.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:63990793-64140924
X2702958	1	64478175	64478709	64478175	64478442	p31.3	1p	UCSC.HG19_2010-03-08	chr1:64478175-64478709
X2698525	1	64434259	64531044	64434259	64482651.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:64434259-64531044
X2698398	1	64501980	64686996	64501980	64594488	p31.3	1p	UCSC.HG19_2010-03-08	chr1:64501980-64686996
X3223092	1	64709483	64857981	64709483	64783732	p31.3	1p	UCSC.HG19_2010-03-08	chr1:64709483-64857981
X3222784	1	64863672	65021489	64863672	64942580.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:64863672-65021489
X3222776	1	65271389	65421923	65271389	65346656	p31.3	1p	UCSC.HG19_2010-03-08	chr1:65271389-65421923
X2700218	1	65683013	65881466	65683013	65782239.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:65683013-65881466
X3222810	1	66253380	66403510	66253380	66328445	p31.3	1p	UCSC.HG19_2010-03-08	chr1:66253380-66403510
X2699385	1	66893520	67075145	66893520	66984332.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:66893520-67075145
X2701714	1	67673170	67834901	67673170	67754035.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:67673170-67834901
X3222227	1	68127808	68298010	68127808	68212909	p31.3	1p	UCSC.HG19_2010-03-08	chr1:68127808-68298010
X2699605	1	68247615	68440366	68247615	68343990.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:68247615-68440366
X3222794	1	68771320	68937683	68771320	68854501.5	p31.3	1p	UCSC.HG19_2010-03-08	chr1:68771320-68937683
X2700152	1	69721709	69863331	69721709	69792520	p31.1	1p	UCSC.HG19_2010-03-08	chr1:69721709-69863331
X2698523	1	69819325	69965382	69819325	69892353.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:69819325-69965382
X2700732	1	69963773	70042082	69963773	70002927.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:69963773-70042082
X2703210	1	70267002	70430533	70267002	70348767.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:70267002-70430533
X2700538	1	70304827	70455337	70304827	70380082	p31.1	1p	UCSC.HG19_2010-03-08	chr1:70304827-70455337
X2700346	1	71381308	71531424	71381308	71456366	p31.1	1p	UCSC.HG19_2010-03-08	chr1:71381308-71531424
X3222048	1	72154974	72322169	72154974	72238571.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:72154974-72322169
X2699772	1	72353720	72503804	72353720	72428762	p31.1	1p	UCSC.HG19_2010-03-08	chr1:72353720-72503804
X2699127	1	72504510	72706641	72504510	72605575.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:72504510-72706641
X2699023	1	73344305	73506978	73344305	73425641.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:73344305-73506978
X2699089	1	74361219	74560677	74361219	74460948	p31.1	1p	UCSC.HG19_2010-03-08	chr1:74361219-74560677
X3222809	1	74640606	74817950	74640606	74729278	p31.1	1p	UCSC.HG19_2010-03-08	chr1:74640606-74817950
X3222308	1	75446352	75613233	75446352	75529792.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:75446352-75613233
X2699103	1	75456895	75637822	75456895	75547358.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:75456895-75637822
X3222790	1	75713173	75884657	75713173	75798915	p31.1	1p	UCSC.HG19_2010-03-08	chr1:75713173-75884657
X2700168	1	75713091	75885255	75713091	75799173	p31.1	1p	UCSC.HG19_2010-03-08	chr1:75713091-75885255
X2699243	1	77062906	77235910	77062906	77149408	p31.1	1p	UCSC.HG19_2010-03-08	chr1:77062906-77235910
X2700530	1	77716786	77790133	77716786	77753459.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:77716786-77790133
X3222806	1	77716846	77879078	77716846	77797962	p31.1	1p	UCSC.HG19_2010-03-08	chr1:77716846-77879078
X2702885	1	77774041	77834246	77774041	77804143.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:77774041-77834246
X2702503	1	78551243	78718902	78551243	78635072.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:78551243-78718902
X3222509	1	78551442	78741519	78551442	78646480.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:78551442-78741519
X3223080	1	78676133	78853901	78676133	78765017	p31.1	1p	UCSC.HG19_2010-03-08	chr1:78676133-78853901
X3223069	1	78791051	78940142	78791051	78865596.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:78791051-78940142
X3222412	1	78885673	79035797	78885673	78960735	p31.1	1p	UCSC.HG19_2010-03-08	chr1:78885673-79035797
X2698202	1	78898694	79034451	78898694	78966572.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:78898694-79034451
X3222511	1	78965528	79149627	78965528	79057577.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:78965528-79149627
X3222642	1	79008516	79158900	79008516	79083708	p31.1	1p	UCSC.HG19_2010-03-08	chr1:79008516-79158900
X3222720	1	79152574	79317978	79152574	79235276	p31.1	1p	UCSC.HG19_2010-03-08	chr1:79152574-79317978
X2698535	1	79613464	79763688	79613464	79688576	p31.1	1p	UCSC.HG19_2010-03-08	chr1:79613464-79763688
X2700103	1	79830498	79980552	79830498	79905525	p31.1	1p	UCSC.HG19_2010-03-08	chr1:79830498-79980552
X3222767	1	80851624	81015021	80851624	80933322.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:80851624-81015021
X3221917	1	81153944	81323375	81153944	81238659.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:81153944-81323375
X2699805	1	81153931	81323603	81153931	81238767	p31.1	1p	UCSC.HG19_2010-03-08	chr1:81153931-81323603
X3221984	1	81707344	81853336	81707344	81780340	p31.1	1p	UCSC.HG19_2010-03-08	chr1:81707344-81853336
X2700339	1	82670196	82804313	82670196	82737254.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:82670196-82804313
X3222826	1	82874079	83045329	82874079	82959704	p31.1	1p	UCSC.HG19_2010-03-08	chr1:82874079-83045329
X2698213	1	83202786	83357015	83202786	83279900.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:83202786-83357015
X2702418	1	83240917	83391356	83240917	83316136.5	p31.1	1p	UCSC.HG19_2010-03-08	chr1:83240917-83391356
X2702134	1	83328551	83479123	83328551	83403837	p31.1	1p	UCSC.HG19_2010-03-08	chr1:83328551-83479123
X2701309	1	83861361	84024635	83861361	83942998	p31.1	1p	UCSC.HG19_2010-03-08	chr1:83861361-84024635
X2698274	1	84103467	84253721	84103467	84178594	p31.1	1p	UCSC.HG19_2010-03-08	chr1:84103467-84253721
X2698547	1	84789363	84873341	84789363	84831352	p31.1	1p	UCSC.HG19_2010-03-08	chr1:84789363-84873341
X2700064	1	84767244	84916542	84767244	84841893	p31.1	1p	UCSC.HG19_2010-03-08	chr1:84767244-84916542
X3222302	1	85626846	85819256	85626846	85723051	p22.3	1p	UCSC.HG19_2010-03-08	chr1:85626846-85819256
X2699344	1	85701890	85871685	85701890	85786787.5	p22.3	1p	UCSC.HG19_2010-03-08	chr1:85701890-85871685
X2699402	1	86334416	86527273	86334416	86430844.5	p22.3	1p	UCSC.HG19_2010-03-08	chr1:86334416-86527273
X2701203	1	86957287	87107623	86957287	87032455	p22.3	1p	UCSC.HG19_2010-03-08	chr1:86957287-87107623
X2700072	1	88319529	88482510	88319529	88401019.5	p22.3	1p	UCSC.HG19_2010-03-08	chr1:88319529-88482510
X2698225	1	88343405	88478264	88343405	88410834.5	p22.3	1p	UCSC.HG19_2010-03-08	chr1:88343405-88478264
X2698767	1	88544893	88673693	88544893	88609293	p22.2	1p	UCSC.HG19_2010-03-08	chr1:88544893-88673693
X2699414	1	89902005	90063102	89902005	89982553.5	p22.2	1p	UCSC.HG19_2010-03-08	chr1:89902005-90063102
X2701742	1	90918348	91103319	90918348	91010833.5	p22.2	1p	UCSC.HG19_2010-03-08	chr1:90918348-91103319
X2698558	1	91450594	91600818	91450594	91525706	p22.2	1p	UCSC.HG19_2010-03-08	chr1:91450594-91600818
X3223093	1	91866501	92046594	91866501	91956547.5	p22.2	1p	UCSC.HG19_2010-03-08	chr1:91866501-92046594
X2702332	1	92063282	92174915	92063282	92119098.5	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92063282-92174915
X2700919	1	92063283	92174915	92063283	92119099	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92063283-92174915
X2701041	1	92075487	92174887	92075487	92125187	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92075487-92174887
X2701072	1	92060476	92211044	92060476	92135760	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92060476-92211044
X2702339	1	92060653	92211044	92060653	92135848.5	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92060653-92211044
X2702324	1	92078138	92200893	92078138	92139515.5	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92078138-92200893
X2698272	1	92068782	92218966	92068782	92143874	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92068782-92218966
X2702335	1	92108644	92227234	92108644	92167939	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92108644-92227234
X2703333	1	92102391	92237668	92102391	92170029.5	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92102391-92237668
X2701129	1	92885267	92985894	92885267	92935580.5	p22.1	1p	UCSC.HG19_2010-03-08	chr1:92885267-92985894
X2698537	1	93147032	93297267	93147032	93222149.5	p22.1	1p	UCSC.HG19_2010-03-08	chr1:93147032-93297267
X2701865	1	94484137	94652814	94484137	94568475.5	p22.1	1p	UCSC.HG19_2010-03-08	chr1:94484137-94652814
X2698700	1	94791681	94995041	94791681	94893361	p21.3	1p	UCSC.HG19_2010-03-08	chr1:94791681-94995041
X2698581	1	95849154	95960113	95849154	95904633.5	p21.3	1p	UCSC.HG19_2010-03-08	chr1:95849154-95960113
X2700506	1	95935566	96088519	95935566	96012042.5	p21.3	1p	UCSC.HG19_2010-03-08	chr1:95935566-96088519
X2698235	1	96652058	96802312	96652058	96727185	p21.3	1p	UCSC.HG19_2010-03-08	chr1:96652058-96802312
X2698570	1	96746868	96897075	96746868	96821971.5	p21.3	1p	UCSC.HG19_2010-03-08	chr1:96746868-96897075
X2701975	1	96812018	96958364	96812018	96885191	p21.3	1p	UCSC.HG19_2010-03-08	chr1:96812018-96958364
X2703226	1	98229191	98424172	98229191	98326681.5	p21.3	1p	UCSC.HG19_2010-03-08	chr1:98229191-98424172
X2699314	1	98479130	98629749	98479130	98554439.5	p21.3	1p	UCSC.HG19_2010-03-08	chr1:98479130-98629749
X3222816	1	98953956	99099868	98953956	99026912	p21.3	1p	UCSC.HG19_2010-03-08	chr1:98953956-99099868
X3222785	1	99006652	99195666	99006652	99101159	p21.3	1p	UCSC.HG19_2010-03-08	chr1:99006652-99195666
X3222769	1	99207532	99363203	99207532	99285367.5	p21.3	1p	UCSC.HG19_2010-03-08	chr1:99207532-99363203
X2702374	1	99526615	99676552	99526615	99601583.5	p21.3	1p	UCSC.HG19_2010-03-08	chr1:99526615-99676552
X3222813	1	99955834	100131138	99955834	100043486	p21.2	1p	UCSC.HG19_2010-03-08	chr1:99955834-100131138
X2698294	1	101302809	101434297	101302809	101368553	p21.2	1p	UCSC.HG19_2010-03-08	chr1:101302809-101434297
X2698711	1	101448226	101640315	101448226	101544270.5	p21.2	1p	UCSC.HG19_2010-03-08	chr1:101448226-101640315
X3222821	1	101545918	101704956	101545918	101625437	p21.2	1p	UCSC.HG19_2010-03-08	chr1:101545918-101704956
X2700151	1	101545866	101705558	101545866	101625712	p21.2	1p	UCSC.HG19_2010-03-08	chr1:101545866-101705558
X2698246	1	101579290	101729544	101579290	101654417	p21.2	1p	UCSC.HG19_2010-03-08	chr1:101579290-101729544
X2700159	1	101963918	102126208	101963918	102045063	p21.2	1p	UCSC.HG19_2010-03-08	chr1:101963918-102126208
X2701218	1	102086723	102236828	102086723	102161775.5	p21.2	1p	UCSC.HG19_2010-03-08	chr1:102086723-102236828
X3222823	1	102632629	102790142	102632629	102711385.5	p21.1	1p	UCSC.HG19_2010-03-08	chr1:102632629-102790142
X2701216	1	104161112	104311695	104161112	104236403.5	p21.1	1p	UCSC.HG19_2010-03-08	chr1:104161112-104311695
X2699315	1	104244711	104337605	104244711	104291158	p21.1	1p	UCSC.HG19_2010-03-08	chr1:104244711-104337605
X2699527	1	105265802	105442658	105265802	105354230	p21.1	1p	UCSC.HG19_2010-03-08	chr1:105265802-105442658
X2699792	1	105799657	105969285	105799657	105884471	p21.1	1p	UCSC.HG19_2010-03-08	chr1:105799657-105969285
X3222779	1	106300907	106459260	106300907	106380083.5	p21.1	1p	UCSC.HG19_2010-03-08	chr1:106300907-106459260
X2700110	1	106709381	106848878	106709381	106779129.5	p21.1	1p	UCSC.HG19_2010-03-08	chr1:106709381-106848878
X2698514	1	106760653	106881219	106760653	106820936	p21.1	1p	UCSC.HG19_2010-03-08	chr1:106760653-106881219
X2701198	1	106945417	107101765	106945417	107023591	p21.1	1p	UCSC.HG19_2010-03-08	chr1:106945417-107101765
X2700063	1	107085348	107245850	107085348	107165599	p21.1	1p	UCSC.HG19_2010-03-08	chr1:107085348-107245850
X2700043	1	107085430	107246201	107085430	107165815.5	p21.1	1p	UCSC.HG19_2010-03-08	chr1:107085430-107246201
X2699608	1	108528568	108711164	108528568	108619866	p13.3	1p	UCSC.HG19_2010-03-08	chr1:108528568-108711164
X2701747	1	109044442	109219488	109044442	109131965	p13.3	1p	UCSC.HG19_2010-03-08	chr1:109044442-109219488
X2701043	1	110411787	110522704	110411787	110467245.5	p13.3	1p	UCSC.HG19_2010-03-08	chr1:110411787-110522704
X2702336	1	110464939	110583979	110464939	110524459	p13.3	1p	UCSC.HG19_2010-03-08	chr1:110464939-110583979
X2698927	1	110823956	110985679	110823956	110904817.5	p13.3	1p	UCSC.HG19_2010-03-08	chr1:110823956-110985679
X2700158	1	111095967	111246076	111095967	111171021.5	p13.3	1p	UCSC.HG19_2010-03-08	chr1:111095967-111246076
X3222765	1	111332401	111493015	111332401	111412708	p13.3	1p	UCSC.HG19_2010-03-08	chr1:111332401-111493015
X2698536	1	112191331	112319244	112191331	112255287.5	p13.2	1p	UCSC.HG19_2010-03-08	chr1:112191331-112319244
X2702137	1	113157125	113303952	113157125	113230538.5	p13.2	1p	UCSC.HG19_2010-03-08	chr1:113157125-113303952
X2699574	1	113570345	113758774	113570345	113664559.5	p13.2	1p	UCSC.HG19_2010-03-08	chr1:113570345-113758774
X3222162	1	114877518	115041869	114877518	114959693.5	p13.2	1p	UCSC.HG19_2010-03-08	chr1:114877518-115041869
X2701979	1	115026383	115214183	115026383	115120283	p13.2	1p	UCSC.HG19_2010-03-08	chr1:115026383-115214183
X2703376	1	115207659	115347382	115207659	115277520.5	p13.2	1p	UCSC.HG19_2010-03-08	chr1:115207659-115347382
X2698325	1	115723761	115839909	115723761	115781835	p13.2	1p	UCSC.HG19_2010-03-08	chr1:115723761-115839909
X2698265	1	115935689	116081726	115935689	116008707.5	p13.2	1p	UCSC.HG19_2010-03-08	chr1:115935689-116081726
X2701982	1	115948842	116118382	115948842	116033612	p13.2	1p	UCSC.HG19_2010-03-08	chr1:115948842-116118382
X2701063	1	117134228	117348950	117134228	117241589	p13.1	1p	UCSC.HG19_2010-03-08	chr1:117134228-117348950
X2701078	1	117220931	117323059	117220931	117271995	p13.1	1p	UCSC.HG19_2010-03-08	chr1:117220931-117323059
X2698548	1	117262500	117365238	117262500	117313869	p13.1	1p	UCSC.HG19_2010-03-08	chr1:117262500-117365238
X2702342	1	117257289	117402786	117257289	117330037.5	p13.1	1p	UCSC.HG19_2010-03-08	chr1:117257289-117402786
X2701151	1	117404114	117562040	117404114	117483077	p13.1	1p	UCSC.HG19_2010-03-08	chr1:117404114-117562040
X3222822	1	117710780	117918709	117710780	117814744.5	p13.1	1p	UCSC.HG19_2010-03-08	chr1:117710780-117918709
X3222786	1	118155800	118317496	118155800	118236648	p12	1p	UCSC.HG19_2010-03-08	chr1:118155800-118317496
X2700119	1	118367868	118532054	118367868	118449961	p12	1p	UCSC.HG19_2010-03-08	chr1:118367868-118532054
X3222490	1	119445608	119603068	119445608	119524338	p12	1p	UCSC.HG19_2010-03-08	chr1:119445608-119603068
X2698303	1	119559069	119678844	119559069	119618956.5	p12	1p	UCSC.HG19_2010-03-08	chr1:119559069-119678844
X2698314	1	119559096	119709303	119559096	119634199.5	p12	1p	UCSC.HG19_2010-03-08	chr1:119559096-119709303
X3222536	1	119993482	120154463	119993482	120073972.5	p12	1p	UCSC.HG19_2010-03-08	chr1:119993482-120154463
X2700053	1	120158107	120325509	120158107	120241808	p12	1p	UCSC.HG19_2010-03-08	chr1:120158107-120325509
X2698559	1	120194854	120299084	120194854	120246969	p12	1p	UCSC.HG19_2010-03-08	chr1:120194854-120299084
X2703211	1	120390095	120578392	120390095	120484243.5	p12	1p	UCSC.HG19_2010-03-08	chr1:120390095-120578392
X2699511	1	120533554	120683388	120533554	120608471	p12	1p	UCSC.HG19_2010-03-08	chr1:120533554-120683388
X3221881	1	121484294	121485296	121484294	121484795	p11.2	1p	UCSC.HG19_2010-03-08	chr1:121484294-121485296
X2699565	1	143381120	143531232	143381120	143456176	q21.1	1q	UCSC.HG19_2010-03-08	chr1:143381120-143531232
X2702847	1	144686653	145000029	144686653	144843341	q21.1	1q	UCSC.HG19_2010-03-08	chr1:144686653-145000029
X2700080	1	145462643	145650403	145462643	145556523	q21.1	1q	UCSC.HG19_2010-03-08	chr1:145462643-145650403
X2698731	1	145494749	145644892	145494749	145569820.5	q21.1	1q	UCSC.HG19_2010-03-08	chr1:145494749-145644892
X2702969	1	145628211	145768516	145628211	145698363.5	q21.1	1q	UCSC.HG19_2010-03-08	chr1:145628211-145768516
X2699272	1	146493624	146671147	146493624	146582385.5	q21.1	1q	UCSC.HG19_2010-03-08	chr1:146493624-146671147
X2700315	1	147209684	147277043	147209684	147243363.5	q21.2	1q	UCSC.HG19_2010-03-08	chr1:147209684-147277043
X2699737	1	147461158	147615064	147461158	147538111	q21.2	1q	UCSC.HG19_2010-03-08	chr1:147461158-147615064
X3222405	1	147699141	147892687	147699141	147795914	q21.2	1q	UCSC.HG19_2010-03-08	chr1:147699141-147892687
X2698263	1	147928420	148026038	147928420	147977229	q21.2	1q	UCSC.HG19_2010-03-08	chr1:147928420-148026038
X2699337	1	149921253	150097858	149921253	150009555.5	q21.2	1q	UCSC.HG19_2010-03-08	chr1:149921253-150097858
X3222289	1	150729841	150940214	150729841	150835027.5	q21.3	1q	UCSC.HG19_2010-03-08	chr1:150729841-150940214
X2702049	1	151295348	151537042	151295348	151416195	q21.3	1q	UCSC.HG19_2010-03-08	chr1:151295348-151537042
X2698619	1	151621707	151794082	151621707	151707894.5	q21.3	1q	UCSC.HG19_2010-03-08	chr1:151621707-151794082
